Baseline 100%T;;Koen;;Mads;;Eva;;Jasmijn;;;;;;
Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;;;;;
389,1999817;0,371312469;389,1999817;0,952743352;389,1999817;2,032714128;389,1999817;0,793464661;389,1999817;0,224735096;;710,7999878;0,003411232;;0,003805451
388,7999878;0,371581286;388,7999878;0,951597393;388,7999878;2,031173229;388,7999878;0,792447865;388,7999878;0,224444822;;711,2000122;0,003241523;;0,003635743
388,3999939;0,371915996;388,3999939;0,950442672;388,3999939;2,027886868;388,3999939;0,791481376;388,3999939;0,224049553;;711,5999756;0,003285678;;0,003679898
388;0,371928036;388;0,94970572;388;2,026836157;388;0,791056991;388;0,224087983;;712;0,003063225;;0,003457445
387,6000061;0,371998817;387,6000061;0,948821187;387,6000061;2,025966883;387,6000061;0,790760279;387,6000061;0,224318579;;712,4000244;0,002743448;;0,003137667
387,1999817;0,372096032;387,1999817;0,948016048;387,1999817;2,024544239;387,1999817;0,789978623;387,1999817;0,224316835;;712,7999878;0,002658351;;0,00305257
386,7999878;0,372314483;386,7999878;0,947189868;386,7999878;2,022897243;386,7999878;0,789036751;386,7999878;0,224211633;;713,2000122;0,002608582;;0,003002801
386,3999939;0,372481048;386,3999939;0,946514249;386,3999939;2,022069693;386,3999939;0,788712919;386,3999939;0,224185914;;713,5999756;0,002641552;;0,003035772
386;0,372567892;386;0,945869684;386;2,020002842;386;0,788177073;386;0,224063128;;714;0,002396939;;0,002791158
385,6000061;0,372667432;385,6000061;0,945120275;385,6000061;2,019627571;385,6000061;0,787871957;385,6000061;0,224201351;;714,4000244;0,00228089;;0,002675109
385,1999817;0,372958869;385,1999817;0,944220662;385,1999817;2,018063068;385,1999817;0,787011445;385,1999817;0,223954827;;714,7999878;0,002321643;;0,002715862
384,7999878;0,372959822;384,7999878;0,943235993;384,7999878;2,016664505;384,7999878;0,786601067;384,7999878;0,224152386;;715,2000122;0,002096223;;0,002490443
384,3999939;0,373041838;384,3999939;0,942402124;384,3999939;2,015066385;384,3999939;0,785872281;384,3999939;0,224261388;;715,5999756;0,002073282;;0,002467501
384;0,373167396;384;0,941496313;384;2,013518095;384;0,785322011;384;0,224142805;;716;0,002001162;;0,002395382
383,6000061;0,373237461;383,6000061;0,940809906;383,6000061;2,011534452;383,6000061;0,784592032;383,6000061;0,224076495;;716,4000244;0,001869438;;0,002263658
383,1999817;0,373547137;383,1999817;0,939841986;383,1999817;2,009562016;383,1999817;0,783599496;383,1999817;0,224001035;;716,7999878;0,001683205;;0,002077425
382,7999878;0,37374413;382,7999878;0,938750804;382,7999878;2,008641481;382,7999878;0,782994211;382,7999878;0,223698333;;717,2000122;0,001559111;;0,001953331
382,3999939;0,373896897;382,3999939;0,93741858;382,3999939;2,006383181;382,3999939;0,782074511;382,3999939;0,223727673;;717,5999756;0,001585923;;0,001980142
382;0,374007434;382;0,936482251;382;2,003319263;382;0,781111121;382;0,223954514;;718;0,001489701;;0,001883921
381,6000061;0,37409246;381,6000061;0,934913993;381,6000061;2,00110817;381,6000061;0,780381441;381,6000061;0,223766804;;718,4000244;0,001431079;;0,001825299
381,1999817;0,374377757;381,1999817;0,933477581;381,1999817;1,998213887;381,1999817;0,779439688;381,1999817;0,22334753;;718,7999878;0,001371661;;0,001765881
380,7999878;0,374503881;380,7999878;0,932040453;380,7999878;1,995530248;380,7999878;0,77826947;380,7999878;0,223240912;;719,2000122;0,001274111;;0,00166833
380,3999939;0,374462724;380,3999939;0,930978358;380,3999939;1,993618488;380,3999939;0,777323842;380,3999939;0,223139301;;719,5999756;0,001043188;;0,001437408
380;0,374738038;380;0,929257393;380;1,989607573;380;0,776039362;380;0,222819328;;720;0,001171703;;0,001565922
379,6000061;0,374833435;379,6000061;0,927363277;379,6000061;1,986851335;379,6000061;0,774898529;379,6000061;0,222779557;;720,4000244;0,001186576;;0,001580795
379,1999817;0,374910384;379,1999817;0,925665319;379,1999817;1,982629538;379,1999817;0,773390651;379,1999817;0,222290531;;720,7999878;0,001163111;;0,001557331
378,7999878;0,375133336;378,7999878;0,923715651;378,7999878;1,978546143;378,7999878;0,772007585;378,7999878;0,222072795;;721,2000122;0,000949629;;0,001343848
378,3999939;0,375307411;378,3999939;0,921215236;378,3999939;1,974607587;378,3999939;0,76992172;378,3999939;0,221702889;;721,5999756;0,000931988;;0,001326208
378;0,375595331;378;0,918642461;378;1,969866037;378;0,768191576;378;0,221312836;;722;0,000946619;;0,001340839
377,6000061;0,375863105;377,6000061;0,915663421;377,6000061;1,964382768;377,6000061;0,7659657;377,6000061;0,220834494;;722,4000244;0,000892429;;0,001286649
377,1999817;0,375919849;377,1999817;0,913051188;377,1999817;1,957769275;377,1999817;0,763976276;377,1999817;0,220492184;;722,7999878;0,000975702;;0,001369922
376,7999878;0,376072645;376,7999878;0,909472048;376,7999878;1,951852322;376,7999878;0,761615634;376,7999878;0,220132873;;723,2000122;0,000993759;;0,001387979
376,3999939;0,376222014;376,3999939;0,906153202;376,3999939;1,944970727;376,3999939;0,758697927;376,3999939;0,219594106;;723,5999756;0,000732828;;0,001127048
376;0,376346201;376;0,902041197;376;1,937532902;376;0,75596273;376;0,219063342;;724;0,001099188;;0,001493408
375,6000061;0,37653628;375,6000061;0,897524357;375,6000061;1,929477692;375,6000061;0,752411544;375,6000061;0,218491599;;724,4000244;0,000790266;;0,001184486
375,1999817;0,376500338;375,1999817;0,893370569;375,1999817;1,919755101;375,1999817;0,749381185;375,1999817;0,218026459;;724,7999878;0,00054703;;0,00094125
374,7999878;0,37681669;374,7999878;0,888409913;374,7999878;1,910930634;374,7999878;0,745352924;374,7999878;0,217038766;;725,2000122;0,000794338;;0,001188558
374,3999939;0,376830727;374,3999939;0,88312006;374,3999939;1,901068449;374,3999939;0,741428316;374,3999939;0,216401547;;725,5999756;0,000779089;;0,001173309
374;0,377031356;374;0,877460897;374;1,890245318;374;0,737205923;374;0,215797827;;726;0,00058985;;0,000984069
373,6000061;0,377208948;373,6000061;0,871482253;373,6000061;1,878527761;373,6000061;0,732776165;373,6000061;0,21483025;;726,4000244;0,000556542;;0,000950762
373,1999817;0,37736094;373,1999817;0,865535557;373,1999817;1,865814805;373,1999817;0,728038847;373,1999817;0,214005232;;726,7999878;0,000568465;;0,000962685
372,7999878;0,377596289;372,7999878;0,858952165;372,7999878;1,853408933;372,7999878;0,723152757;372,7999878;0,213014662;;727,2000122;0,0005257;;0,000919919
372,3999939;0,377824068;372,3999939;0,85237217;372,3999939;1,841015697;372,3999939;0,717822671;372,3999939;0,211904347;;727,5999756;0,000367555;;0,000761775
372;0,377943844;372;0,84565419;372;1,827222228;372;0,712818086;372;0,211172953;;728;0,000521423;;0,000915643
371,6000061;0,378101945;371,6000061;0,838842571;371,6000061;1,813951015;371,6000061;0,70765233;371,6000061;0,210106716;;728,4000244;0,000533734;;0,000927954
371,1999817;0,378281832;371,1999817;0,831451416;371,1999817;1,799755216;371,1999817;0,701860189;371,1999817;0,20905833;;728,7999878;0,000348876;;0,000743096
370,7999878;0,378345281;370,7999878;0,824353397;370,7999878;1,785898328;370,7999878;0,696814239;370,7999878;0,208241552;;729,2000122;0,000309007;;0,000703227
370,3999939;0,378574342;370,3999939;0,816820145;370,3999939;1,771018624;370,3999939;0,69082135;370,3999939;0,207166925;;729,5999756;0,000254352;;0,000648572
370;0,378638417;370;0,809100032;370;1,755860448;370;0,684961557;370;0,206143633;;730;0,000171295;;0,000565515
369,6000061;0,378641188;369,6000061;0,801915288;369,6000061;1,741704702;369,6000061;0,679255545;369,6000061;0,205363631;;730,4000244;0,000289968;;0,000684188
369,1999817;0,378868103;369,1999817;0,794300973;369,1999817;1,727451086;369,1999817;0,673663735;369,1999817;0,204187214;;730,7999878;0,000264791;;0,00065901
368,7999878;0,378884494;368,7999878;0,787156463;368,7999878;1,712737799;368,7999878;0,667883933;368,7999878;0,203311727;;731,2000122;0,000301909;;0,000696129
368,3999939;0,379110992;368,3999939;0,7795403;368,3999939;1,69760263;368,3999939;0,662094176;368,3999939;0,202180684;;731,5999756;-0,000107879;;0,00028634
368;0,379340828;368;0,772116244;368;1,683533907;368;0,656318426;368;0,201218411;;732;0,000178909;;0,000573129
367,6000061;0,379681468;367,6000061;0,764390945;367,6000061;1,668230295;367,6000061;0,650346279;367,6000061;0,199965566;;732,4000244;0,000203952;;0,000598171
367,1999817;0,379805446;367,1999817;0,757138848;367,1999817;1,653952003;367,1999817;0,64492476;367,1999817;0,199140713;;732,7999878;0,00024293;;0,00063715
366,7999878;0,379905343;366,7999878;0,750150144;366,7999878;1,64023006;366,7999878;0,639258266;366,7999878;0,198316038;;733,2000122;8,24E-05;;0,000476623
366,3999939;0,380016685;366,3999939;0,743115425;366,3999939;1,626186013;366,3999939;0,63389951;366,3999939;0,197364137;;733,5999756;4,53E-05;;0,000439522
366;0,380109876;366;0,736509144;366;1,613183141;366;0,628448546;366;0,196382284;;734;-5,24E-05;;0,000341778
365,6000061;0,380297184;365,6000061;0,729574204;365,6000061;1,599299073;365,6000061;0,623128653;365,6000061;0,195450187;;734,4000244;1,36E-05;;0,000407862
365,1999817;0,380183518;365,1999817;0,722958028;365,1999817;1,586533785;365,1999817;0,618297756;365,1999817;0,194910839;;734,7999878;6,08E-06;;0,000400303
364,7999878;0,380301774;364,7999878;0,716535509;364,7999878;1,573185563;364,7999878;0,613218486;364,7999878;0,193980679;;735,2000122;3,56E-05;;0,00042984
364,3999939;0,380571723;364,3999939;0,709673762;364,3999939;1,56043911;364,3999939;0,607932508;364,3999939;0,193042129;;735,5999756;-6,95E-05;;0,000324747
364;0,380549222;364;0,704062522;364;1,548571229;364;0,603443444;364;0,192187235;;736;-0,000189444;;0,000204776
363,6000061;0,380728304;363,6000061;0,697530866;363,6000061;1,53661716;363,6000061;0,598566294;363,6000061;0,191208601;;736,4000244;-6,31E-05;;0,000331166
363,1999817;0,380945563;363,1999817;0,691446841;363,1999817;1,524189353;363,1999817;0,593924224;363,1999817;0,190428466;;736,7999878;5,97E-05;;0,000453891
362,7999878;0,381014943;362,7999878;0,68608439;362,7999878;1,512494326;362,7999878;0,589363337;362,7999878;0,189795315;;737,2000122;0,000146695;;0,000540914
362,3999939;0,381315023;362,3999939;0,68007201;362,3999939;1,500638723;362,3999939;0,584837556;362,3999939;0,188759089;;737,5999756;2,20E-05;;0,000416249
362;0,381540418;362;0,673858345;362;1,489277124;362;0,580506563;362;0,187908217;;738;-8,08E-05;;0,000313463
361,6000061;0,381644607;361,6000061;0,668661356;361,6000061;1,477966428;361,6000061;0,575720727;361,6000061;0,187225714;;738,4000244;2,75E-05;;0,000421711
361,1999817;0,381697238;361,1999817;0,663322389;361,1999817;1,467479706;361,1999817;0,57160598;361,1999817;0,18653819;;738,7999878;5,65E-05;;0,000450681
360,7999878;0,381696671;360,7999878;0,657878578;360,7999878;1,456708074;360,7999878;0,567827225;360,7999878;0,185917348;;739,2000122;-5,47E-05;;0,0003395
360,3999939;0,38192451;360,3999939;0,65236932;360,3999939;1,446237326;360,3999939;0,563411772;360,3999939;0,185132533;;739,5999756;-0,000179611;;0,000214608
360;0,382035643;360;0,647469878;360;1,436132073;360;0,559196234;360;0,184497282;;740;-0,00039422;;0
359,6000061;0,382321209;359,6000061;0,642475963;359,6000061;1,425841689;359,6000061;0,555116117;359,6000061;0,183518663;;740,4000244;6,47E-05;;0,000458965
359,1999817;0,382475644;359,1999817;0,637260556;359,1999817;1,415816307;359,1999817;0,551362217;359,1999817;0,182784125;;740,7999878;0,000111738;;0,000505958
358,7999878;0,382757127;358,7999878;0,632044971;358,7999878;1,405245304;358,7999878;0,547068954;358,7999878;0,182034269;;741,2000122;6,76E-06;;0,000400976
358,3999939;0,382531881;358,3999939;0,627390802;358,3999939;1,396046281;358,3999939;0,543580353;358,3999939;0,181836978;;741,5999756;-0,00010643;;0,00028779
358;0,382657737;358;0,622729719;358;1,386098266;358;0,540006697;358;0,180923626;;742;-5,05E-05;;0,000343745
357,6000061;0,382925034;357,6000061;0,617711484;357,6000061;1,375831127;357,6000061;0,535820305;357,6000061;0,180167168;;742,4000244;-6,19E-05;;0,000332305
357,1999817;0,383125812;357,1999817;0,613031149;357,1999817;1,366300702;357,1999817;0,532344639;357,1999817;0,179426581;;742,7999878;-9,89E-05;;0,000295295
356,7999878;0,383415729;356,7999878;0,607962847;356,7999878;1,356678128;356,7999878;0,528216064;356,7999878;0,178663701;;743,2000122;-3,24E-05;;0,000361812
356,3999939;0,38360402;356,3999939;0,603534162;356,3999939;1,347625017;356,3999939;0,524708927;356,3999939;0,178016409;;743,5999756;-0,000207452;;0,000186767
356;0,383702606;356;0,599114597;356;1,338114142;356;0,521165669;356;0,17752032;;744;-0,000184942;;0,000209278
355,6000061;0,383795202;355,6000061;0,594597995;355,6000061;1,329273462;355,6000061;0,517723262;355,6000061;0,177069366;;744,4000244;-0,000265561;;0,000128659
355,1999817;0,383788794;355,1999817;0,590104818;355,1999817;1,320646644;355,1999817;0,514241338;355,1999817;0,176646501;;744,7999878;5,01E-05;;0,000444338
354,7999878;0,384017676;354,7999878;0,58560425;354,7999878;1,311251283;354,7999878;0,510918081;354,7999878;0,176107824;;745,2000122;-4,50E-06;;0,000389716
354,3999939;0,384261042;354,3999939;0,581399679;354,3999939;1,302590966;354,3999939;0,507380784;354,3999939;0,175484538;;745,5999756;-9,87E-05;;0,000295502
354;0,384692878;354;0,576950729;354;1,293590069;354;0,503842175;354;0,174699023;;746;-0,000233894;;0,000160325
353,6000061;0,38490957;353,6000061;0,57275492;353,6000061;1,285724044;353,6000061;0,500784278;353,6000061;0,174075976;;746,4000244;-0,00019317;;0,00020105
353,1999817;0,384901792;353,1999817;0,56904465;353,1999817;1,277174711;353,1999817;0,497877479;353,1999817;0,173969388;;746,7999878;-0,000311245;;8,29748E-05
352,7999878;0,384997875;352,7999878;0,565152884;352,7999878;1,269631743;352,7999878;0,494821787;352,7999878;0,173561588;;747,2000122;-0,000274874;;0,000119346
352,3999939;0,385417044;352,3999939;0,561322153;352,3999939;1,261910796;352,3999939;0,491579145;352,3999939;0,172889754;;747,5999756;-7,57E-05;;0,000318536
352;0,385621876;352;0,557470858;352;1,254747033;352;0,489210248;352;0,17262283;;748;-0,000269907;;0,000124313
351,6000061;0,386030525;351,6000061;0,553916335;351,6000061;1,247735262;351,6000061;0,48563689;351,6000061;0,171808824;;748,4000244;-0,000359718;;3,45019E-05
351,1999817;0,386306137;351,1999817;0,550870776;351,1999817;1,240974426;351,1999817;0,483520418;351,1999817;0,171510026;;748,7999878;-0,000231462;;0,000162757
350,7999878;0,386379391;350,7999878;0,5478701;350,7999878;1,234539747;350,7999878;0,481117785;350,7999878;0,171516597;;749,2000122;-0,000111502;;0,000282717
350,3999939;0,386486739;350,3999939;0,545283258;350,3999939;1,229000092;350,3999939;0,479504883;350,3999939;0,171578005;;749,5999756;-0,000314349;;7,98707E-05
350;0,386958957;350;0,542406619;350;1,223946333;350;0,477522016;350;0,170911446;;750;-0,000291378;;0,000102841
;;;;;;;;;;;;;;
Baseline 100%T;;;;;;;;;;;;;;
Baseline 100%T;;;;;;;;;;;;;;
Collection Time: 6/16/2025 10:52:13 AM;;;;;;;;;;;;;;
Operator Name  :;;;;;;;;;;;;;;
Scan Software Version: 3.00(339);;;;;;;;;;;;;;
Parameter List :;;;;;;;;;;;;;;
Instrument                        Cary 4000;;;;;;;;;;;;;;
Instrument Version                1.12;;;;;;;;;;;;;;
Start (nm)                        750.00;;;;;;;;;;;;;;
Stop (nm)                         350.00;;;;;;;;;;;;;;
X Mode                            Nanometers;;;;;;;;;;;;;;
Y Mode                            Abs;;;;;;;;;;;;;;
UV-Vis Scan Rate (nm/min)         240.000;;;;;;;;;;;;;;
UV-Vis Data Interval (nm)         0.400;;;;;;;;;;;;;;
UV-Vis Ave. Time (sec)            0.100;;;;;;;;;;;;;;
UV-Vis SBW (nm)                   2.000;;;;;;;;;;;;;;
Slit Height                       Full;;;;;;;;;;;;;;
Beam Mode                         Double;;;;;;;;;;;;;;
Signal-to-noise Mode              Off;;;;;;;;;;;;;;
UV Source                         On;;;;;;;;;;;;;;
Vis Source                        On;;;;;;;;;;;;;;
Third Source                      Off;;;;;;;;;;;;;;
Source Changeover (nm)            350.00;;;;;;;;;;;;;;
Baseline Correction               On;;;;;;;;;;;;;;
Baseline Type                     Baseline correction;;;;;;;;;;;;;;
Baseline File Name;;;;;;;;;;;;;;
Baseline Std Ref File Name;;;;;;;;;;;;;;
Cycle Mode                        Off;;;;;;;;;;;;;;
Comments;;;;;;;;;;;;;;
Method Log     :;;;;;;;;;;;;;;
Method Name    : C:\Varian\Users\Nicco\baseline_subtract_method.MSW;;;;;;;;;;;;;;
Date/Time stamp: 5/6/2019 2:11:36 PM;;;;;;;;;;;;;;
Method Modifications:;;;;;;;;;;;;;;
X Start nm Changed: 5/6/2019 2:10:07 PM; Old: 800.00; New: 750.00;;;;;;;;;;;;
X Stop nm Changed: 5/6/2019 2:10:07 PM; Old: 200.00; New: 350.00;;;;;;;;;;;;
Common Interval nm Changed: 5/6/2019 2:10:07 PM; Old:    1.000; New:    0.400;;;;;;;;;;;;
Measurement Mode Changed: 5/6/2019 2:10:07 PM; Old:0; New:1;;;;;;;;;;;;
Baseline Correction Changed: 5/6/2019 2:10:07 PM; Old:0; New:1;;;;;;;;;;;;
Beam mode Changed: 5/6/2019 2:10:07 PM; Old:Double auto select; New:Double fixed slit;;;;;;;;;;;;
Saved as C:\Varian\Users\Eduard\baseline_subtract_mehod.MSW;;;;;;;;;;;;;;
Opened C:\Varian\Users\Nicco\baseline_subtract_method.MSW;;;;;;;;;;;;;;
End Method Modifications;;;;;;;;;;;;;;
<SBW (nm)> ;2;;;;;;;;;;;;;
<Energy> ;43,65;;;;;;;;;;;;;
<Slit height> ; Full;;;;;;;;;;;;;
<Current Wavelength> ;350;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Koen;;;;;;;;;;;;;;
Koen;;;;;;;;;;;;;;
Collection Time: 6/16/2025 10:58:17 AM;;;;;;;;;;;;;;
Operator Name  :;;;;;;;;;;;;;;
Scan Software Version: 3.00(339);;;;;;;;;;;;;;
Parameter List :;;;;;;;;;;;;;;
Instrument                        Cary 4000;;;;;;;;;;;;;;
Instrument Version                1.12;;;;;;;;;;;;;;
Start (nm)                        750.00;;;;;;;;;;;;;;
Stop (nm)                         350.00;;;;;;;;;;;;;;
X Mode                            Nanometers;;;;;;;;;;;;;;
Y Mode                            Abs;;;;;;;;;;;;;;
UV-Vis Scan Rate (nm/min)         240.000;;;;;;;;;;;;;;
UV-Vis Data Interval (nm)         0.400;;;;;;;;;;;;;;
UV-Vis Ave. Time (sec)            0.100;;;;;;;;;;;;;;
UV-Vis SBW (nm)                   2.000;;;;;;;;;;;;;;
Slit Height                       Full;;;;;;;;;;;;;;
Beam Mode                         Double;;;;;;;;;;;;;;
Signal-to-noise Mode              Off;;;;;;;;;;;;;;
UV Source                         On;;;;;;;;;;;;;;
Vis Source                        On;;;;;;;;;;;;;;
Third Source                      Off;;;;;;;;;;;;;;
Source Changeover (nm)            350.00;;;;;;;;;;;;;;
Baseline Correction               On;;;;;;;;;;;;;;
Baseline Type                     Baseline correction;;;;;;;;;;;;;;
Baseline File Name;;;;;;;;;;;;;;
Baseline Std Ref File Name;;;;;;;;;;;;;;
Cycle Mode                        Off;;;;;;;;;;;;;;
Comments;;;;;;;;;;;;;;
Method Log     :;;;;;;;;;;;;;;
Method Name    : C:\Varian\Users\Nicco\baseline_subtract_method.MSW;;;;;;;;;;;;;;
Date/Time stamp: 5/6/2019 2:11:36 PM;;;;;;;;;;;;;;
Method Modifications:;;;;;;;;;;;;;;
X Start nm Changed: 5/6/2019 2:10:07 PM; Old: 800.00; New: 750.00;;;;;;;;;;;;
X Stop nm Changed: 5/6/2019 2:10:07 PM; Old: 200.00; New: 350.00;;;;;;;;;;;;
Common Interval nm Changed: 5/6/2019 2:10:07 PM; Old:    1.000; New:    0.400;;;;;;;;;;;;
Measurement Mode Changed: 5/6/2019 2:10:07 PM; Old:0; New:1;;;;;;;;;;;;
Baseline Correction Changed: 5/6/2019 2:10:07 PM; Old:0; New:1;;;;;;;;;;;;
Beam mode Changed: 5/6/2019 2:10:07 PM; Old:Double auto select; New:Double fixed slit;;;;;;;;;;;;
Saved as C:\Varian\Users\Eduard\baseline_subtract_mehod.MSW;;;;;;;;;;;;;;
Opened C:\Varian\Users\Nicco\baseline_subtract_method.MSW;;;;;;;;;;;;;;
End Method Modifications;;;;;;;;;;;;;;
<SBW (nm)> ;2;;;;;;;;;;;;;
<Energy> ;43,65;;;;;;;;;;;;;
<Slit height> ; Full;;;;;;;;;;;;;
<Current Wavelength> ;350;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Mads;;;;;;;;;;;;;;
Mads;;;;;;;;;;;;;;
Collection Time: 6/16/2025 11:05:04 AM;;;;;;;;;;;;;;
Operator Name  :;;;;;;;;;;;;;;
Scan Software Version: 3.00(339);;;;;;;;;;;;;;
Parameter List :;;;;;;;;;;;;;;
Instrument                        Cary 4000;;;;;;;;;;;;;;
Instrument Version                1.12;;;;;;;;;;;;;;
Start (nm)                        750.00;;;;;;;;;;;;;;
Stop (nm)                         350.00;;;;;;;;;;;;;;
X Mode                            Nanometers;;;;;;;;;;;;;;
Y Mode                            Abs;;;;;;;;;;;;;;
UV-Vis Scan Rate (nm/min)         240.000;;;;;;;;;;;;;;
UV-Vis Data Interval (nm)         0.400;;;;;;;;;;;;;;
UV-Vis Ave. Time (sec)            0.100;;;;;;;;;;;;;;
UV-Vis SBW (nm)                   2.000;;;;;;;;;;;;;;
Slit Height                       Full;;;;;;;;;;;;;;
Beam Mode                         Double;;;;;;;;;;;;;;
Signal-to-noise Mode              Off;;;;;;;;;;;;;;
UV Source                         On;;;;;;;;;;;;;;
Vis Source                        On;;;;;;;;;;;;;;
Third Source                      Off;;;;;;;;;;;;;;
Source Changeover (nm)            350.00;;;;;;;;;;;;;;
Baseline Correction               On;;;;;;;;;;;;;;
Baseline Type                     Baseline correction;;;;;;;;;;;;;;
Baseline File Name;;;;;;;;;;;;;;
Baseline Std Ref File Name;;;;;;;;;;;;;;
Cycle Mode                        Off;;;;;;;;;;;;;;
Comments;;;;;;;;;;;;;;
Method Log     :;;;;;;;;;;;;;;
Method Name    : C:\Varian\Users\Nicco\baseline_subtract_method.MSW;;;;;;;;;;;;;;
Date/Time stamp: 5/6/2019 2:11:36 PM;;;;;;;;;;;;;;
Method Modifications:;;;;;;;;;;;;;;
X Start nm Changed: 5/6/2019 2:10:07 PM; Old: 800.00; New: 750.00;;;;;;;;;;;;
X Stop nm Changed: 5/6/2019 2:10:07 PM; Old: 200.00; New: 350.00;;;;;;;;;;;;
Common Interval nm Changed: 5/6/2019 2:10:07 PM; Old:    1.000; New:    0.400;;;;;;;;;;;;
Measurement Mode Changed: 5/6/2019 2:10:07 PM; Old:0; New:1;;;;;;;;;;;;
Baseline Correction Changed: 5/6/2019 2:10:07 PM; Old:0; New:1;;;;;;;;;;;;
Beam mode Changed: 5/6/2019 2:10:07 PM; Old:Double auto select; New:Double fixed slit;;;;;;;;;;;;
Saved as C:\Varian\Users\Eduard\baseline_subtract_mehod.MSW;;;;;;;;;;;;;;
Opened C:\Varian\Users\Nicco\baseline_subtract_method.MSW;;;;;;;;;;;;;;
End Method Modifications;;;;;;;;;;;;;;
<SBW (nm)> ;2;;;;;;;;;;;;;
<Energy> ;43,65;;;;;;;;;;;;;
<Slit height> ; Full;;;;;;;;;;;;;
<Current Wavelength> ;349,6;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Eva;;;;;;;;;;;;;;
Eva;;;;;;;;;;;;;;
Collection Time: 6/16/2025 11:10:17 AM;;;;;;;;;;;;;;
Operator Name  :;;;;;;;;;;;;;;
Scan Software Version: 3.00(339);;;;;;;;;;;;;;
Parameter List :;;;;;;;;;;;;;;
Instrument                        Cary 4000;;;;;;;;;;;;;;
Instrument Version                1.12;;;;;;;;;;;;;;
Start (nm)                        750.00;;;;;;;;;;;;;;
Stop (nm)                         350.00;;;;;;;;;;;;;;
X Mode                            Nanometers;;;;;;;;;;;;;;
Y Mode                            Abs;;;;;;;;;;;;;;
UV-Vis Scan Rate (nm/min)         240.000;;;;;;;;;;;;;;
UV-Vis Data Interval (nm)         0.400;;;;;;;;;;;;;;
UV-Vis Ave. Time (sec)            0.100;;;;;;;;;;;;;;
UV-Vis SBW (nm)                   2.000;;;;;;;;;;;;;;
Slit Height                       Full;;;;;;;;;;;;;;
Beam Mode                         Double;;;;;;;;;;;;;;
Signal-to-noise Mode              Off;;;;;;;;;;;;;;
UV Source                         On;;;;;;;;;;;;;;
Vis Source                        On;;;;;;;;;;;;;;
Third Source                      Off;;;;;;;;;;;;;;
Source Changeover (nm)            350.00;;;;;;;;;;;;;;
Baseline Correction               On;;;;;;;;;;;;;;
Baseline Type                     Baseline correction;;;;;;;;;;;;;;
Baseline File Name;;;;;;;;;;;;;;
Baseline Std Ref File Name;;;;;;;;;;;;;;
Cycle Mode                        Off;;;;;;;;;;;;;;
Comments;;;;;;;;;;;;;;
Method Log     :;;;;;;;;;;;;;;
Method Name    : C:\Varian\Users\Nicco\baseline_subtract_method.MSW;;;;;;;;;;;;;;
Date/Time stamp: 5/6/2019 2:11:36 PM;;;;;;;;;;;;;;
Method Modifications:;;;;;;;;;;;;;;
X Start nm Changed: 5/6/2019 2:10:07 PM; Old: 800.00; New: 750.00;;;;;;;;;;;;
X Stop nm Changed: 5/6/2019 2:10:07 PM; Old: 200.00; New: 350.00;;;;;;;;;;;;
Common Interval nm Changed: 5/6/2019 2:10:07 PM; Old:    1.000; New:    0.400;;;;;;;;;;;;
Measurement Mode Changed: 5/6/2019 2:10:07 PM; Old:0; New:1;;;;;;;;;;;;
Baseline Correction Changed: 5/6/2019 2:10:07 PM; Old:0; New:1;;;;;;;;;;;;
Beam mode Changed: 5/6/2019 2:10:07 PM; Old:Double auto select; New:Double fixed slit;;;;;;;;;;;;
Saved as C:\Varian\Users\Eduard\baseline_subtract_mehod.MSW;;;;;;;;;;;;;;
Opened C:\Varian\Users\Nicco\baseline_subtract_method.MSW;;;;;;;;;;;;;;
End Method Modifications;;;;;;;;;;;;;;
<SBW (nm)> ;2;;;;;;;;;;;;;
<Energy> ;43,65;;;;;;;;;;;;;
<Slit height> ; Full;;;;;;;;;;;;;
<Current Wavelength> ;350;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Jasmijn;;;;;;;;;;;;;;
Jasmijn;;;;;;;;;;;;;;
Collection Time: 6/16/2025 11:14:38 AM;;;;;;;;;;;;;;
Operator Name  :;;;;;;;;;;;;;;
Scan Software Version: 3.00(339);;;;;;;;;;;;;;
Parameter List :;;;;;;;;;;;;;;
Instrument                        Cary 4000;;;;;;;;;;;;;;
Instrument Version                1.12;;;;;;;;;;;;;;
Start (nm)                        750.00;;;;;;;;;;;;;;
Stop (nm)                         350.00;;;;;;;;;;;;;;
X Mode                            Nanometers;;;;;;;;;;;;;;
Y Mode                            Abs;;;;;;;;;;;;;;
UV-Vis Scan Rate (nm/min)         240.000;;;;;;;;;;;;;;
UV-Vis Data Interval (nm)         0.400;;;;;;;;;;;;;;
UV-Vis Ave. Time (sec)            0.100;;;;;;;;;;;;;;
UV-Vis SBW (nm)                   2.000;;;;;;;;;;;;;;
Slit Height                       Full;;;;;;;;;;;;;;
Beam Mode                         Double;;;;;;;;;;;;;;
Signal-to-noise Mode              Off;;;;;;;;;;;;;;
UV Source                         On;;;;;;;;;;;;;;
Vis Source                        On;;;;;;;;;;;;;;
Third Source                      Off;;;;;;;;;;;;;;
