Baseline 100%T;;Baseline 0%T;;Eva;;Jasmijn;;Mads;;Koen;;F. albivenis (Nicco);;A. thaliana (model);
Wavelength (nm);%T;Wavelength (nm);%T;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs
746,4000244;64,62057495;746,4000244;-4,914834499;746,4000244;0,00114785;746,4000244;-0,012453529;746,4000244;-0,00071247;746,4000244;-0,020470288;746,4000244;0,001460714;746,4000244;0,002168202
746;64,7145462;746;-4,98900938;746;0,001252615;746;-0,011614379;746;-0,000644186;746;-0,019600231;746;0,001059717;746;0,002295202
745,5999756;64,73887634;745,5999756;-4,951462746;745,5999756;0,002314278;745,5999756;-0,011390116;745,5999756;-0,000402961;745,5999756;-0,01937139;745,5999756;-5,43E-05;745,5999756;0,001099992
745,2000122;64,77836609;745,2000122;-4,933349133;745,2000122;0,001877134;745,2000122;-0,011276226;745,2000122;0,000588891;745,2000122;-0,018947052;745,2000122;0,001138039;745,2000122;0,002240635
744,7999878;64,82334137;744,7999878;-4,93564558;744,7999878;0,002230279;744,7999878;-0,010901864;744,7999878;0,000328462;744,7999878;-0,019384116;744,7999878;0,000766564;744,7999878;0,001869048
744,4000244;64,70301056;744,4000244;-4,962573528;744,4000244;0,001813495;744,4000244;-0,012200806;744,4000244;-0,000379426;744,4000244;-0,020595765;744,4000244;0,001211702;744,4000244;0,001504429
744;64,71040344;744;-4,947501183;744;0,001527548;744;-0,011748437;744;0,000204081;744;-0,020717949;744;0,001489415;744;0,001678788
743,5999756;64,75845337;743,5999756;-5,010354996;743,5999756;0,002491019;743,5999756;-0,011486531;743,5999756;-0,000304726;743,5999756;-0,020860231;743,5999756;0,00128582;743,5999756;0,002407767
743,2000122;64,85295868;743,2000122;-4,95718956;743,2000122;0,00244559;743,2000122;-0,010769918;743,2000122;0,000548844;743,2000122;-0,019749213;743,2000122;0,000832877;743,2000122;0,001347252
742,7999878;64,67954254;742,7999878;-4,929773331;742,7999878;0,001328998;742,7999878;-0,012109736;742,7999878;-0,000542903;742,7999878;-0,021359896;742,7999878;0,001368311;742,7999878;0,002588452
742,4000244;64,76586151;742,4000244;-4,959486961;742,4000244;0,00268536;742,4000244;-0,011237079;742,4000244;-0,000230479;742,4000244;-0,020073222;742,4000244;0,001237039;742,4000244;0,00240709
742;64,90132141;742;-4,94523859;742;0,003123084;742;-0,010641366;742;0,001273617;742;-0,019481594;742;0,001248487;742;0,002102986
741,5999756;64,86456299;741,5999756;-4,92383337;741,5999756;0,002395065;741,5999756;-0,010921756;741,5999756;0,000821699;741,5999756;-0,019803973;741,5999756;0,001651321;741,5999756;0,001588755
741,2000122;64,92198944;741,2000122;-5,007463455;741,2000122;0,002858187;741,2000122;-0,009463237;741,2000122;0,000893467;741,2000122;-0,019583059;741,2000122;0,001063532;741,2000122;0,001830626
740,7999878;64,91746521;740,7999878;-4,953652859;740,7999878;0,003168036;740,7999878;-0,010165471;740,7999878;0,000986209;740,7999878;-0,01964655;740,7999878;0,001071239;740,7999878;0,000930094
740,4000244;64,98646545;740,4000244;-4,93689537;740,4000244;0,003797354;740,4000244;-0,0097454;740,4000244;0,001575738;740,4000244;-0,019227333;740,4000244;0,001608371;740,4000244;0,001340708
740;64,91054535;740;-4,973453999;740;0,003224884;740;-0,010488773;740;0,000845611;740;-0,02013501;740;0,001756987;740;0,001951781
739,5999756;65,02875519;739,5999756;-4,9722085;739,5999756;0,004302287;739,5999756;-0,009425852;739,5999756;0,002002619;739,5999756;-0,019038782;739,5999756;0,001936361;739,5999756;0,001960986
739,2000122;64,90896606;739,2000122;-4,928238869;739,2000122;0,002941629;739,2000122;-0,010020197;739,2000122;0,00114297;739,2000122;-0,019774491;739,2000122;0,001697368;739,2000122;0,002672181
738,7999878;64,96051025;738,7999878;-4,937275887;738,7999878;0,00376299;738,7999878;-0,010054901;738,7999878;0,001317521;738,7999878;-0,019252146;738,7999878;0,000994693;738,7999878;0,001488844
738,4000244;65,07746887;738,4000244;-4,959128857;738,4000244;0,00451596;738,4000244;-0,0098025;738,4000244;0,001783239;738,4000244;-0,019408377;738,4000244;0,001881787;738,4000244;0,002530958
738;65,00421906;738;-4,946585178;738;0,004383811;738;-0,010095673;738;0,002018716;738;-0,019247342;738;0,002023996;738;0,002210453
737,5999756;65,03265381;737,5999756;-4,947568417;737,5999756;0,003898242;737,5999756;-0,009894106;737,5999756;0,001673356;737,5999756;-0,01918409;737,5999756;0,002173379;737,5999756;0,002167681
737,2000122;65,15811157;737,2000122;-4,988628864;737,2000122;0,005142783;737,2000122;-0,009072351;737,2000122;0,002615014;737,2000122;-0,018315323;737,2000122;0,002097549;737,2000122;0,002291481
736,7999878;65,1663208;736,7999878;-4,961894512;736,7999878;0,005900249;736,7999878;-0,009300804;736,7999878;0,002485681;736,7999878;-0,018367039;736,7999878;0,001459259;736,7999878;0,00222864
736,4000244;65,09882355;736,4000244;-4,958562851;736,4000244;0,005088852;736,4000244;-0,009231525;736,4000244;0,002241936;736,4000244;-0,018640008;736,4000244;0,001439702;736,4000244;0,001848017
736;65,17640686;736;-4,979430676;736;0,005628041;736;-0,009197972;736;0,003073366;736;-0,017924877;736;0,003034811;736;0,002230852
735,5999756;65,13453674;735,5999756;-4,921467781;735,5999756;0,005581628;735,5999756;-0,009489425;735,5999756;0,002586863;735,5999756;-0,018662177;735,5999756;0,002737378;735,5999756;0,002712528
735,2000122;65,11631012;735,2000122;-4,978635311;735,2000122;0,006108041;735,2000122;-0,008988786;735,2000122;0,002363154;735,2000122;-0,018681021;735,2000122;0,002450354;735,2000122;0,00248136
734,7999878;65,18035889;734,7999878;-4,950920105;734,7999878;0,005435681;734,7999878;-0,008814761;734,7999878;0,00280949;734,7999878;-0,018413389;734,7999878;0,002088654;734,7999878;0,002176241
734,4000244;65,24533844;734,4000244;-4,930521488;734,4000244;0,006224225;734,4000244;-0,008211599;734,4000244;0,003549166;734,4000244;-0,018531028;734,4000244;0,003403275;734,4000244;0,002993652
734;65,31845856;734;-4,979198933;734;0,006939443;734;-0,007591369;734;0,003381464;734;-0,017763888;734;0,002934853;734;0,002664003
733,5999756;65,34623718;733,5999756;-4,938479424;733,5999756;0,00701899;733,5999756;-0,007610141;733,5999756;0,003259023;733,5999756;-0,017954037;733,5999756;0,002696873;733,5999756;0,002296139
733,2000122;65,35714722;733,2000122;-4,907999039;733,2000122;0,007448993;733,2000122;-0,007098723;733,2000122;0,003618489;733,2000122;-0,017856214;733,2000122;0,002917862;733,2000122;0,002811287
732,7999878;65,32439423;732,7999878;-4,96393919;732,7999878;0,006868405;732,7999878;-0,007950092;732,7999878;0,004139625;732,7999878;-0,018483352;732,7999878;0,003110465;732,7999878;0,002898421
732,4000244;65,46948242;732,4000244;-4,945496559;732,4000244;0,008250648;732,4000244;-0,006927097;732,4000244;0,004705296;732,4000244;-0,016868867;732,4000244;0,002651136;732,4000244;0,002852064
732;65,5172348;732;-4,924239159;732;0,008818558;732;-0,00650888;732;0,005164786;732;-0,017196624;732;0,00209383;732;0,002389572
731,5999756;65,50192261;731,5999756;-4,962863922;731,5999756;0,008335212;731,5999756;-0,006109965;731,5999756;0,004619761;731,5999756;-0,017424721;731,5999756;0,002686272;731,5999756;0,001931395
731,2000122;65,58501434;731,2000122;-4,971868515;731,2000122;0,009078976;731,2000122;-0,00517973;731,2000122;0,005538681;731,2000122;-0,016845658;731,2000122;0,002739957;731,2000122;0,003347472
730,7999878;65,51351929;730,7999878;-4,967087746;730,7999878;0,009045407;730,7999878;-0,006041605;730,7999878;0,005742287;730,7999878;-0,016755607;730,7999878;0,003058924;730,7999878;0,003142352
730,4000244;65,56240082;730,4000244;-4,96873045;730,4000244;0,009349732;730,4000244;-0,005069675;730,4000244;0,00592195;730,4000244;-0,016797995;730,4000244;0,003261005;730,4000244;0,003124205
730;65,59786987;730;-4,949254513;730;0,009222027;730;-0,005130053;730;0,006146214;730;-0,017002856;730;0,003300937;730;0,003143395
729,5999756;65,68981171;729,5999756;-4,929759026;729,5999756;0,010203295;729,5999756;-0,004802377;729,5999756;0,006176382;729,5999756;-0,016210316;729,5999756;0,00375957;729,5999756;0,003233621
729,2000122;65,70463562;729,2000122;-4,953774452;729,2000122;0,010716452;729,2000122;-0,004954678;729,2000122;0,00701657;729,2000122;-0,016578339;729,2000122;0,003482516;729,2000122;0,003846555
728,7999878;65,67881775;728,7999878;-4,97123909;728,7999878;0,010476637;728,7999878;-0,004723979;728,7999878;0,006545394;728,7999878;-0,016588604;728,7999878;0,004297477;728,7999878;0,003235681
728,4000244;65,72055817;728,4000244;-4,966835499;728,4000244;0,011515928;728,4000244;-0,00435807;728,4000244;0,007435168;728,4000244;-0,016810099;728,4000244;0,003128403;728,4000244;0,002703932
728;65,77339172;728;-4,975692749;728;0,011883812;728;-0,003521449;728;0,007441356;728;-0,01557509;728;0,004173444;728;0,003570724
727,5999756;65,87153625;727,5999756;-4,928487778;727,5999756;0,013078247;727,5999756;-0,002338238;727,5999756;0,008676458;727,5999756;-0,014875554;727,5999756;0,004252225;727,5999756;0,003868571
727,2000122;65,89643097;727,2000122;-4,963610172;727,2000122;0,013219553;727,2000122;-0,002962976;727,2000122;0,009110247;727,2000122;-0,014890112;727,2000122;0,00453257;727,2000122;0,003314579
726,7999878;65,94177246;726,7999878;-4,986528397;726,7999878;0,013935114;726,7999878;-0,001819178;726,7999878;0,009042817;726,7999878;-0,014965296;726,7999878;0,004231757;726,7999878;0,003584113
726,4000244;65,81315613;726,4000244;-4,959355831;726,4000244;0,013236766;726,4000244;-0,002676988;726,4000244;0,009264706;726,4000244;-0,015480529;726,4000244;0,004596791;726,4000244;0,003542694
726;65,94877625;726;-4,957125187;726;0,013913864;726;-0,001455611;726;0,009722298;726;-0,014629292;726;0,004953492;726;0,003843368
725,5999756;65,90223694;725,5999756;-4,963129044;725,5999756;0,014293578;725,5999756;-0,001486466;725,5999756;0,009369517;725,5999756;-0,014513195;725,5999756;0,004716496;725,5999756;0,004106959
725,2000122;65,97727203;725,2000122;-4,952851772;725,2000122;0,015738266;725,2000122;-0,000567309;725,2000122;0,010383038;725,2000122;-0,014281558;725,2000122;0,00409865;725,2000122;0,003781373
724,7999878;65,94408417;724,7999878;-4,953155518;724,7999878;0,015760463;724,7999878;-0,001052696;724,7999878;0,010414907;724,7999878;-0,013724421;724,7999878;0,004142396;724,7999878;0,003837362
724,4000244;66,01085663;724,4000244;-4,966248035;724,4000244;0,016364466;724,4000244;-0,0002965;724,4000244;0,011517841;724,4000244;-0,013309789;724,4000244;0,004920214;724,4000244;0,004231731
724;65,98812103;724;-4,946664333;724;0,016414251;724;0,000234668;724;0,011638485;724;-0,013356682;724;0,005183334;724;0,004927074
723,5999756;66,03601837;723,5999756;-4,954250336;723,5999756;0,017572923;723,5999756;0,001418691;723,5999756;0,012901999;723,5999756;-0,013172997;723,5999756;0,006058322;723,5999756;0,004786398
723,2000122;66,0763855;723,2000122;-4,945750713;723,2000122;0,018531876;723,2000122;0,001829742;723,2000122;0,013258863;723,2000122;-0,013023702;723,2000122;0,005065045;723,2000122;0,004146629
722,7999878;66,07465363;722,7999878;-4,926846504;722,7999878;0,018825514;722,7999878;0,002474148;722,7999878;0,013463666;722,7999878;-0,012701579;722,7999878;0,004969358;722,7999878;0,004019296
722,4000244;66,08378601;722,4000244;-4,961548328;722,4000244;0,019593436;722,4000244;0,00259465;722,4000244;0,014036861;722,4000244;-0,011616848;722,4000244;0,005936095;722,4000244;0,004559225
722;66,14626312;722;-4,971067905;722;0,021125618;722;0,00408561;722;0,014568677;722;-0,011387998;722;0,005569646;722;0,004017101
721,5999756;66,21717072;721,5999756;-4,955423832;721,5999756;0,021188727;721,5999756;0,004744524;721,5999756;0,015800031;721,5999756;-0,010509946;721,5999756;0,006063546;721,5999756;0,005863515
721,2000122;66,1223526;721,2000122;-4,955061913;721,2000122;0,021875136;721,2000122;0,004393486;721,2000122;0,016332023;721,2000122;-0,010794158;721,2000122;0,006608862;721,2000122;0,005640052
720,7999878;66,15244293;720,7999878;-4,982514858;720,7999878;0,022857398;720,7999878;0,004906522;720,7999878;0,016621917;720,7999878;-0,00991536;720,7999878;0,007336667;720,7999878;0,006218658
720,4000244;66,09664917;720,4000244;-4,944962502;720,4000244;0,02241738;720,4000244;0,00597874;720,4000244;0,017396403;720,4000244;-0,010594987;720,4000244;0,00673935;720,4000244;0,006375822
720;66,21414185;720;-4,959024906;720;0,02442071;720;0,007345329;720;0,01883203;720;-0,009322543;720;0,006995498;720;0,005432222
719,5999756;66,16174316;719,5999756;-4,978975773;719,5999756;0,024985228;719,5999756;0,007705665;719,5999756;0,019183386;719,5999756;-0,009776179;719,5999756;0,007815423;719,5999756;0,006754126
719,2000122;66,21679688;719,2000122;-4,970473766;719,2000122;0,02540192;719,2000122;0,007994181;719,2000122;0,019583687;719,2000122;-0,008205604;719,2000122;0,007484228;719,2000122;0,00665967
718,7999878;66,14598846;718,7999878;-4,946054935;718,7999878;0,026400838;718,7999878;0,008320884;718,7999878;0,019637335;718,7999878;-0,00844741;718,7999878;0,00763321;718,7999878;0,006628969
718,4000244;66,22149658;718,4000244;-4,955436707;718,4000244;0,027457206;718,4000244;0,009494434;718,4000244;0,020919427;718,4000244;-0,008208602;718,4000244;0,007841781;718,4000244;0,007416471
718;66,19961548;718;-4,935952187;718;0,028028144;718;0,010119957;718;0,021976581;718;-0,007847702;718;0,007966945;718;0,006956935
717,5999756;66,28640747;717,5999756;-4,941786289;717,5999756;0,030648483;717,5999756;0,010952525;717,5999756;0,023079772;717,5999756;-0,006969131;717,5999756;0,00734138;717,5999756;0,007059111
717,2000122;66,29283905;717,2000122;-4,967006207;717,2000122;0,030872215;717,2000122;0,012033327;717,2000122;0,02370408;717,2000122;-0,006507554;717,2000122;0,008593227;717,2000122;0,006369885
716,7999878;66,27475739;716,7999878;-4,952382565;716,7999878;0,03136972;716,7999878;0,012744375;716,7999878;0,024990985;716,7999878;-0,006436706;716,7999878;0,008511755;716,7999878;0,008070941
716,4000244;66,27763367;716,4000244;-4,97342062;716,4000244;0,032428522;716,4000244;0,013594093;716,4000244;0,025262192;716,4000244;-0,005756258;716,4000244;0,008646222;716,4000244;0,007396802
716;66,29418182;716;-4,955641747;716;0,033233669;716;0,014598392;716;0,025940619;716;-0,005175688;716;0,008670279;716;0,00771884
715,5999756;66,35062408;715,5999756;-4,959201813;715,5999756;0,034714855;715,5999756;0,015344146;715,5999756;0,027123673;715,5999756;-0,004458672;715,5999756;0,009137872;715,5999756;0,008560092
715,2000122;66,35294342;715,2000122;-4,955891132;715,2000122;0,036108717;715,2000122;0,016126294;715,2000122;0,027826736;715,2000122;-0,003942859;715,2000122;0,009868686;715,2000122;0,008531316
714,7999878;66,36489868;714,7999878;-4,963127613;714,7999878;0,036691178;714,7999878;0,016341511;714,7999878;0,028819857;714,7999878;-0,003487246;714,7999878;0,009321696;714,7999878;0,008650658
714,4000244;66,30353546;714,4000244;-4,949916363;714,4000244;0,037267737;714,4000244;0,017510716;714,4000244;0,029783729;714,4000244;-0,002741557;714,4000244;0,00975486;714,4000244;0,008919535
714;66,43004608;714;-4,97262907;714;0,038839504;714;0,019080617;714;0,031837262;714;-0,001693725;714;0,010031442;714;0,00899379
713,5999756;66,35100555;713,5999756;-4,983838081;713,5999756;0,039529145;713,5999756;0,019728616;713,5999756;0,032021478;713,5999756;-0,001773961;713,5999756;0,01032901;713,5999756;0,009350711
713,2000122;66,39701843;713,2000122;-4,953442097;713,2000122;0,040794522;713,2000122;0,020921763;713,2000122;0,03314152;713,2000122;-0,00146784;713,2000122;0,010077776;713,2000122;0,009738419
712,7999878;66,46894073;712,7999878;-4,971312523;712,7999878;0,042230517;712,7999878;0,021871543;712,7999878;0,034605566;712,7999878;-0,000494192;712,7999878;0,010685013;712,7999878;0,009751418
712,4000244;66,53730011;712,4000244;-4,970632076;712,4000244;0,043783903;712,4000244;0,023492999;712,4000244;0,035999585;712,4000244;0,00063734;712,4000244;0,011808396;712,4000244;0,010567364
712;66,50666046;712;-4,963796616;712;0,045234717;712;0,02419984;712;0,036748562;712;0,000768509;712;0,010831274;712;0,01065583
711,5999756;66,51461792;711,5999756;-4,974592686;711,5999756;0,046366308;711,5999756;0,025255332;711,5999756;0,037586406;711,5999756;0,00152734;711,5999756;0,011634656;711,5999756;0,011310208
711,2000122;66,52266693;711,2000122;-4,964987755;711,2000122;0,047691889;711,2000122;0,026123147;711,2000122;0,039218169;711,2000122;0,002306366;711,2000122;0,011723605;711,2000122;0,01136962
710,7999878;66,60282898;710,7999878;-4,964075089;710,7999878;0,050062466;710,7999878;0,028500726;710,7999878;0,040645916;710,7999878;0,003702495;710,7999878;0,011864471;710,7999878;0,011463379
710,4000244;66,62372589;710,4000244;-4,985907078;710,4000244;0,051058553;710,4000244;0,029410927;710,4000244;0,042178769;710,4000244;0,004338419;710,4000244;0,013013292;710,4000244;0,012273258
710;66,56317139;710;-4,993900776;710;0,052074734;710;0,030319789;710;0,043012902;710;0,004544968;710;0,013191934;710;0,01315954
709,5999756;66,60190582;709,5999756;-4,950987339;709,5999756;0,054029938;709,5999756;0,031530853;709,5999756;0,044332862;709,5999756;0,006084231;709,5999756;0,013631862;709,5999756;0,012707643
709,2000122;66,66895294;709,2000122;-4,970442295;709,2000122;0,056153029;709,2000122;0,033052012;709,2000122;0,046636615;709,2000122;0,007337088;709,2000122;0,013683924;709,2000122;0,013352336
708,7999878;66,56019592;708,7999878;-4,967652798;708,7999878;0,057035014;708,7999878;0,033569414;708,7999878;0,046823151;708,7999878;0,006970508;708,7999878;0,014132267;708,7999878;0,013826284
708,4000244;66,65320587;708,4000244;-4,948247433;708,4000244;0,05904517;708,4000244;0,035504144;708,4000244;0,049095146;708,4000244;0,008515265;708,4000244;0,015066894;708,4000244;0,014746353
708;66,59770966;708;-4,943454742;708;0,060277633;708;0,036936365;708;0,050259084;708;0,008531131;708;0,01503018;708;0,014831924
707,5999756;66,67947388;707,5999756;-4,972807884;707,5999756;0,063745514;707,5999756;0,038615365;707,5999756;0,052519485;707,5999756;0,009740537;707,5999756;0,015941286;707,5999756;0,015888978
707,2000122;66,70275879;707,2000122;-4,930891514;707,2000122;0,065081641;707,2000122;0,040279746;707,2000122;0,054504193;707,2000122;0,011480548;707,2000122;0,015666686;707,2000122;0,016269483
706,7999878;66,68784332;706,7999878;-4,94997263;706,7999878;0,067211241;706,7999878;0,042123601;706,7999878;0,056384139;706,7999878;0,011768579;706,7999878;0,015699159;706,7999878;0,016135724
706,4000244;66,77961731;706,4000244;-4,964633942;706,4000244;0,070384584;706,4000244;0,044236433;706,4000244;0,05847073;706,4000244;0,013597405;706,4000244;0,016618583;706,4000244;0,016703205
706;66,71980286;706;-4,940935135;706;0,071919568;706;0,046032123;706;0,059979443;706;0,014441998;706;0,017285895;706;0,017807063
705,5999756;66,82935333;705,5999756;-4,961787701;705,5999756;0,075395152;705,5999756;0,047861714;705,5999756;0,06193753;705,5999756;0,015583875;705,5999756;0,017837241;705,5999756;0,018729694
705,2000122;66,70536041;705,2000122;-4,971726894;705,2000122;0,076874986;705,2000122;0,049173817;705,2000122;0,063882865;705,2000122;0,016627245;705,2000122;0,018644081;705,2000122;0,019471861
704,7999878;66,7706604;704,7999878;-4,953664303;704,7999878;0,079800382;704,7999878;0,051606648;704,7999878;0,066449367;704,7999878;0,018162584;704,7999878;0,018985983;704,7999878;0,019788379
704,4000244;66,83462524;704,4000244;-4,97196722;704,4000244;0,083625697;704,4000244;0,054370977;704,4000244;0,069730125;704,4000244;0,019952185;704,4000244;0,019684058;704,4000244;0,020823443
704;66,79999542;704;-4,972719193;704;0,086610354;704;0,056315117;704;0,071801245;704;0,021250512;704;0,020439824;704;0,021406658
703,5999756;66,86221313;703,5999756;-4,951454163;703,5999756;0,089795977;703,5999756;0,059399523;703,5999756;0,074812524;703,5999756;0,023159655;703,5999756;0,02098351;703,5999756;0,022469824
703,2000122;66,92050934;703,2000122;-4,959427834;703,2000122;0,094183989;703,2000122;0,062080048;703,2000122;0,077478111;703,2000122;0,024776647;703,2000122;0,021439591;703,2000122;0,023290405
702,7999878;66,82702637;702,7999878;-4,9591856;702,7999878;0,09667632;702,7999878;0,064758167;702,7999878;0,08033333;702,7999878;0,026032383;702,7999878;0,022872405;702,7999878;0,023717148
702,4000244;66,88516235;702,4000244;-4,950041771;702,4000244;0,100827113;702,4000244;0,066807255;702,4000244;0,083503418;702,4000244;0,028383927;702,4000244;0,023677371;702,4000244;0,024992822
